道路名称,路龄,车道面积,车行道小修金额,车行道零星金额,车行道中修金额,掘路修复金额,前一年pci,当年pci,道路属性,年份
379,16,36398,0,1.814,0,198.93,78.77,82.28,主干路,2017
380,16,42411.4,0,0.645,0,0,84.54,80.26,主干路,2017
381,16,20376,0,0.8632,0,2.95,83.75,79.44,主干路,2017
382,16,20742.8,3.93328,1.7534,45.432,0,84.53,84.06,主干路,2017
383,16,36070,0,2.24,0,0,79.36,80.76,主干路,2017
384,16,53021.2,21.951675,6.2009,0,0,82.84,73.52,主干路,2017
385,16,100362.8,0,0.7723,0,0,95.97,86.12,主干路,2017
386,16,15732.2,0,0.0633,0,0,83.95,87.37,主干路,2017
387,16,43547,81.207274,0.0608,0,0,93.91,91.53,主干路,2017
388,16,74403,0,0.1435,0,0,96.27,91.99,主干路,2017
389,16,73991.5,11.24448,0.1179,0,0,96.9,91.72,主干路,2017
390,16,27428.4,0,0.2806,0,1.07,80.5,77.35,主干路,2017
391,16,15917.4,0,1.2301,0,18.12,70.51,74.2,主干路,2017
392,16,9926,0,0.2296,0,0,84.59,79.09,主干路,2017
393,16,18411,0,0.406,0,0,80.38,83.24,主干路,2017
394,16,23100,11.096028,4.33823,0,0,82.38,69.94,主干路,2017
395,16,62056,52.9907,1.0423,0,0,74.03,76.47,主干路,2017
396,16,63867,12.4136,0.5001,0,0,74.02,79.34,主干路,2017
397,16,25444,0,1.9855,0,0,81.78,68.58,主干路,2017
398,16,105362.9,19.827744,3.387709,0,1.8,79.98,74.03,主干路,2017
399,16,8505.9,0,0.0106,0,0,87.29,86.38,主干路,2017
400,16,59846.4,0,0.5024,35.9147,0.342,81.49,82.22,主干路,2017
401,16,26938.8,0,1.8357,365094,0,81.93,67.57,主干路,2017
402,16,32341.1,24.4768,0.441,69.2799,2.4249,96.09,89.73,主干路,2017
403,16,104639.2,0,0.5528,0,0.32,83.24,83.7,主干路,2017
404,16,24779.3,0,0.095583,0,0,96.32,88.39,主干路,2017
405,16,21694.3,0,0.127002,0,0,98.65,83.84,主干路,2017
406,16,71911.22,1.507395,1.78928,6.29323,0,94.15,84.65,主干路,2017
407,16,74100.4,101.7206,1.7724,6.29323,0,95.37,84.67,主干路,2017
408,16,28597.3,4.6665,0.115628,0,0,97.98,90.51,主干路,2017
409,16,49722.12,0,0.195597,0,0,93.54,91.22,主干路,2017
410,16,6068.2,0,0.447,0,0,85.92,91.23,主干路,2017
411,16,164853,0,3.7157,41.9753,13.9805,86.29,84.73,主干路,2017
412,16,16779,44.3455,0.2996,0,0,80.36,90.88,主干路,2017
413,16,22318.8,0,0.0528,0,0,89.63,85.25,主干路,2017
414,16,143179.9,0,2.1986,150.857,94.6753,89.63,82.85,主干路,2017
415,16,4309,0,0.0781,0,0,79.8,78.77,主干路,2017
416,16,7009,0,2.6016,0,0,77.18,73.52,主干路,2017
417,16,17564,0,1.53819,0,7.1103,67.13,89.2,主干路,2017
418,16,16856.2,0,0.4209,0,0,87.72,75,主干路,2017
419,16,93131,0,0.71,248.574,0,79.44,77.65,主干路,2017
420,16,12175.6,0,0.2011,0,0,84.26,84.94,主干路,2017
421,16,10632,3.9054,0.8166,0,0,91.35,88.67,主干路,2017
422,16,109200,0,2.5953,105.637,0,80.98,88.01,主干路,2017
423,16,25726,0,0.1751,0,0,84.15,79.08,主干路,2017
424,16,18088,18.040938,0.8313,0,0,81.88,84.75,主干路,2017
425,16,65100,12.713697,1.6057,109.362,0,84.77,87.05,主干路,2017
426,16,52980,0,2.1628,0,0,90.04,79.87,主干路,2017
427,16,33941,0,1.4665,0,0.274,84.02,63.73,主干路,2017
428,16,7999,0,0.0781,0,0,92.03,97.7,次干路,2017
429,16,20218.2,0,0.8757,0,0,85.23,71.42,次干路,2017
430,16,20617,0,1.6796,0,0,84.37,67.35,次干路,2017
431,16,12003.5,3.9284,0.0422,0,0,89.57,98.01,次干路,2017
432,16,112080,0,0,0,0,81.44,77.84,次干路,2017
433,16,36650,0,1.6622,0,13.718,79.67,66.49,次干路,2017
434,16,10765,0,0,0,0,94.68,78.68,次干路,2017
435,16,5891.5,0,0,0,0,95.75,90.06,次干路,2017
436,16,13558.5,40.8815,0.1604,0,0,89.44,88.77,次干路,2017
437,16,44150.2,0,0.1855,0,2.261,84.71,86.2,次干路,2017
438,16,33554.7,73.240621,0.4756,0,0,82.52,83.43,次干路,2017
439,16,29449.5,0,0.346,53.4622,0,84.98,85.01,次干路,2017
440,16,25872,17.917408,0.1372,0,0,84.28,82.25,次干路,2017
441,16,6883,0,0.0211,0,0,86.17,82.84,次干路,2017
442,16,5653.5,0,0.0232,0,0,86.17,86,次干路,2017
443,16,22755.9,0,0.0344,0,0,86.17,82.73,次干路,2017
444,16,13573,11.9088,0.2427,0,0,84.54,88.93,次干路,2017
445,16,12960,0,0.5758,0,0,84.78,68.45,次干路,2017
446,16,22184,23.45536,0.2859,0,0,80.81,86.62,次干路,2017
447,16,23947,24.1977,0.8166,0,0,84.98,84.57,次干路,2017
448,16,12420,24.4912,0.3482,0,0,84.06,85.69,次干路,2017
449,16,7163,0,1.3905,0,0,69.36,80.21,次干路,2017
450,16,7563.7,0,0.1414,0,0,68.56,68.33,次干路,2017
451,16,18263.8,22.055,0.3904,66.1797,0,77.05,84.23,次干路,2017
452,16,5423.9,0,0.1245,0,0,76.38,67.81,次干路,2017
453,16,81073,0,1.2177,0,0,85.14,78.94,次干路,2017
454,16,22608,0,0.4066,26.171,0,84.62,80.14,次干路,2017
455,16,10913,0,0.2171,0,0,84.82,77.66,次干路,2017
456,16,117600,67.950752,2.31608,116.824,0,84.68,82.85,次干路,2017
457,16,7250,4.5286,0.0549,0,13.3,84.06,84.79,次干路,2017
458,16,3610.5,0,0.2152,0,0,92.81,79.63,次干路,2017
459,16,21223.8,14.736318,1.0867,0,3.24719,93.05,83.04,次干路,2017
460,16,15695.5,0,0,0,0,97.27,79.86,次干路,2017
461,16,14172,0,0.5697,0,0,85.97,67.96,次干路,2017
462,16,24626.8,0,0.1583,0,0,84.82,77.45,次干路,2017
463,16,22945,0,0.8799,57.3526,0,76.17,69.95,次干路,2017
464,16,37965,26.8635,0.5781,37.2537,0,81.01,72.44,次干路,2017
465,16,6721,19.8575,0.1182,0,1.7262,84.62,89.99,次干路,2017
466,16,5451,20.0183,0.1836,0,0,72.59,90.08,次干路,2017
467,16,21006,0,0,133.326,0,88.11,83.64,次干路,2017
468,1,34747.5,0,1.29132,0,0,95.24,98.74,主干路,2018
469,1,30635.4,0,0.0253,0,0,86.95,90.23,主干路,2018
470,1,51657.9,0,0.3693,0,0,84.49,95.45,主干路,2018
471,1,34658.8,0,0.1688,0,0.38,88.81,92.76,主干路,2018
472,1,15826,6.2331,1.15839,81.6777,67.8,86.5,90.47,主干路,2018
473,1,15825,4.0836,2.22183,0,0,82.71,97.31,主干路,2018
474,1,90329,0,0,0,0,92.04,89.32,主干路,2018
475,1,90010.1,0,0,0,0,92.04,96.47,主干路,2018
476,1,275236.5,0,1.42847,0,0,83.75,94.91,主干路,2018
477,1,283615.3,0,0.489731,0,0,77.04,91.74,主干路,2018
478,1,20770,0,0.154452,0,0,90,89.23,主干路,2018
479,1,9399.2,0,0.4738,0,0,96.82,86.51,主干路,2018
480,1,22678.5,0,0.060346,35.9072,0,98.7,87.64,主干路,2018
481,1,24552,0,0.032494,46.5034,0,91.14,84.99,主干路,2018
482,1,11378.6,0,2.1881,0,0,100,93.55,主干路,2018
483,1,48624,0,0.0211,0,0,88.72,94.46,次干路,2018
484,1,27723.5,0,0.4199,0,0,88.55,92.09,次干路,2018
485,1,95399,0,0,0,0,76.08,84.95,主干路,2018
486,1,32544,0,0.0253,0,0,73.08,88.45,次干路,2018
487,1,44698.8,0,0.4431,0,0,87.24,93.91,次干路,2018
488,1,43811.1,0,2.8168,0,0.8768,88.26,94.65,次干路,2018
489,2,26564.5,3.9456,0.1177,0,0,97.92,97.85,主干路,2018
490,2,20427,0,0.7258,0,0,86,92.97,主干路,2018
491,2,34800,0,0.2216,0,3.48,89.15,86.93,主干路,2018
492,2,144392,0,0.1287,0,0,93.58,96.54,主干路,2018
493,2,143726.61,54.55965,3.2965,0,0.4,84.2,95.3,主干路,2018
494,2,148102,0,1.7237,0,0,79.23,89.99,主干路,2018
495,2,24186,0,0,0,0,99.57,96.44,主干路,2018
496,2,24186,0,0,0,0,99.57,96.44,主干路,2018
497,2,5130,0,0.8925,0,0,99.57,93.65,主干路,2018
498,2,5130,0,0.8925,0,0,99.57,93.65,主干路,2018
499,2,14829,0,2.7367,0,0,100,82.34,主干路,2018
500,2,8700,0,0.0971,0,8.22,91.61,91.85,次干路,2018
501,2,17748,0,0.0359,0,0,91.92,86.23,次干路,2018
502,2,15060,0,0.0422,0,0,92.88,92.01,次干路,2018
503,2,7142.5,0,0.7765,0,0,98.99,88.8,次干路,2018
504,2,20227.1,0,0.0211,0,0,92.4,89.34,次干路,2018
505,2,7410.8,0,0.6647,0,0,98.13,84.21,次干路,2018
506,2,14941,0,0.3207,0,1.1,93.77,88.29,次干路,2018
507,3,16595,0,1.0719,0,29.68,94.74,82.99,主干路,2018
508,3,104131.6,10.942058,1.3082,0,0,99.15,95.98,主干路,2018
509,3,24174,0,0.5845,0,7.99,96.65,92.22,主干路,2018
510,3,47384.6,0,0.3798,0,0,92.03,86.69,主干路,2018
511,3,63277.793,0,1.42883,0,0,71.5,90.49,主干路,2018
512,3,38682.1,0,1.891193,0,0,75.64,90.02,主干路,2018
513,3,96949.1,0,1.048037,0,0,85.76,89.53,主干路,2018
514,3,48009.9,1.723,1.629342,24.979133,0,87.18,86.5,主干路,2018
515,3,84878.9,0,0.366296,0,0,85.66,83.42,主干路,2018
516,3,42032.7,0,0.409551,0,0,87.16,93.57,主干路,2018
517,3,14770,0.94809,0.1266,0,0,94.35,97.5,主干路,2018
518,3,78489,0,1.5297,0,10.7704,98.8,94.37,主干路,2018
519,3,28240,0,0.1033,0,0,99.42,95.18,次干路,2018
520,3,84052,0,0,0,9.5215,98.44,93.49,次干路,2018
521,3,8130.3,0,0.0696,0,0,91.96,91.84,次干路,2018
522,3,37142,0,0,0,0,99.43,99.1,主干路,2018
523,4,20811.5,0.94672,0.2236,0,10.885,95.17,86.99,主干路,2018
524,4,136009,0,0.3165,25.335675,0,84.94,87.42,主干路,2018
525,4,21272.9,0,2.5826,0,0,88.77,90.65,主干路,2018
526,4,79139,0,0.662118,9.576125,47.9206,84.09,87.51,主干路,2018
527,4,77435.4,0,2.134476,0,0,85.86,88.23,主干路,2018
528,4,67368.8,0,1.278449,0,0,83.69,88.99,主干路,2018
529,4,69286.1,1.645195,1.169151,3.824525,0,84.01,87.35,主干路,2018
530,4,67794.6,1.41112,2.976577,0,0,85.8,86.37,主干路,2018
531,4,58981.3,0,0.524124,0,4.9242,83.76,86.35,主干路,2018
532,4,74880,0.1518,3.243,0,0,83.84,85.26,主干路,2018
533,4,21943,0,0.0359,0,0,85.71,85.86,主干路,2018
534,4,69732,17.95311,0.0528,0,0,90.04,88.61,主干路,2018
535,4,35247,0,0.0528,5.9987,43.013,90.57,85.29,主干路,2018
536,4,16725.3,30.5648,1.1584,0,13.36,78.78,88.91,次干路,2018
537,5,159643,0,4.1208,50.6146,0,96.72,87.12,主干路,2018
538,5,98343,13.56692,0.944647,22.0074,5.3852,86.37,84.97,主干路,2018
539,5,86099.2,3.98839,1.418342,4.75459,0,86.43,81.49,主干路,2018
540,5,5700,0,0.3924,0,0,82.61,79.11,主干路,2018
541,5,38643.82,15.90118,2.9118,0,0,84.01,85.12,主干路,2018
542,5,22773,0,0.0211,0,0,96.93,91.77,主干路,2018
543,5,62746,0,1.4284,0,0,84.02,84.78,主干路,2018
544,6,69851.5,15.8019,1.0782,11.4374,0,90.55,88.16,主干路,2018
545,6,64561.7,0,1.8979,0,0,87.9,85.62,主干路,2018
546,6,60235.9,0,0.9537,7.17,0,81.33,83.29,主干路,2018
547,6,87091.1,0,0.7786,7.17,0,81.33,68.33,主干路,2018
548,6,97916.4,8.691285,6.1801,119.594,55.6969,86.08,88.94,主干路,2018
549,6,88075,1.49599,2.224995,0,0,85.05,87.06,主干路,2018
550,6,77109.6,0,0.489309,0,0,84.66,84.22,主干路,2018
551,6,57614,0,3.8127,0,0,90.41,86.75,主干路,2018
552,6,10986,0,0.9073,0,0,93.19,95.5,支路,2018
553,6,27816,0,0.441,141.226,0,80.71,94.28,主干路,2018
554,7,34381.3,6.469756,2.419115,1.662,72.917,86.53,83.53,主干路,2018
555,7,30100.8,2.154175,1.692431,1.662,0,86.71,81.29,主干路,2018
556,7,39356.5,62.4839,0,8.302,28.15,84.24,84.07,主干路,2018
557,7,50252.1,0,3.3106,5.74,0,83.18,86.46,主干路,2018
558,7,18256.4,25.3148,0.5486,3.164,0,81.31,83.96,次干路,2018
559,8,468646.3,28.86909,7.096352,0,71.3286,88.31,84.18,主干路,2018
560,8,468646.3,28.86909,7.096352,0,71.3286,88.31,84.18,主干路,2018
561,8,468646.3,28.86909,7.096352,0,71.3286,88.31,84.18,主干路,2018
562,8,870062,172.5141,9.1958,41.0017,0,88.7,89.45,主干路,2018
563,8,21742,27.1219,0.5254,60.6212,1.644,81.1,85.04,主干路,2018
564,8,30984,2.5833,0.7849,116.2209,0,84.11,77.34,主干路,2018
565,8,16694.5,50.0558,0.8102,123.0597,0,81.23,78.24,主干路,2018
566,8,118126.4,51.9131,1.989,0,0,88.27,85.19,主干路,2018
567,8,12975,0,0.3904,0,0,83.05,75.35,主干路,2018
568,8,14310.1,5.453032,0.492052,0,0,85.45,88.61,主干路,2018
569,8,41195.6,6.0212,1.910816,13.3848,0,83.94,84.95,主干路,2018
570,8,12528.4,13.8653,1.048037,0,0,82.44,82.8,主干路,2018
571,8,36066.7,8.0864,1.192572,13.3848,0,86.2,82.86,主干路,2018
572,8,207217,0,5.2929,0,0,86.16,86.68,主干路,2018
573,8,45360.6,0,0.6752,0,0,84.88,82.28,主干路,2018
574,8,28312.8,0,0.1382,0,0,84.12,83.48,主干路,2018
575,8,208107,0,0.9706,0,3.1,87.64,88.18,主干路,2018
576,8,71308.9,9.536984,1.6458,0,0,73.28,78.55,主干路,2018
577,9,33086,0,0.9803,0,0,83.28,81.78,主干路,2018
578,9,87205.5,0,0.2342,80.8381,0,93.4,88.7,主干路,2018
579,9,10658,0,1.3715,0,0,85.39,99.53,主干路,2018
580,9,108806,0,1.6416,0,0,92.88,88.77,主干路,2018
581,9,50653.8,15.456,0.9558,125.569,2.2057,87.77,85.67,主干路,2018
582,9,164380,35.2016,2.98143,91.9711,28.4,83.08,80.56,主干路,2018
583,9,40080,2.623946,1.728,0,2.1372,88.7,85.64,主干路,2018
584,9,84760,30.948,2.0283,0,0,87.13,81.23,次干路,2018
585,9,13692.5,0,1.8568,0,0,87.6,84.81,次干路,2018
586,10,20249.2982,0,0.6014,71.522,0,88.8,75.8,主干路,2018
587,10,20268,0,0.422,0,0.87,100,100,主干路,2018
588,10,377708.22,99.78885,17.769998,71.362,0,82.67,90.99,主干路,2018
589,10,389206.5,77.659489,19.199734,71.362,0,87.1,97.76,主干路,2018
590,10,8744.5,0,0.1561,0,0,83.29,88.72,次干路,2018
591,10,14269.9,0,0,0,0,100,84.34,次干路,2018
592,10,242814.25,2.617785,7.242997,122.553,0,84.04,90.96,主干路,2018
593,10,242814.25,2.617785,7.242997,122.553,0,84.04,90.96,主干路,2018
594,10,57460.55,3.827232,0.674778,0,0,90.48,89.74,主干路,2018
595,10,72843.282,10.580961,1.184976,0,0,88.4,87.71,主干路,2018
596,10,12301.98,0,0,0,0,85.09,84.28,主干路,2018
597,10,83082.81,5.741408,0.708116,46.707,5.37,93.77,84.34,主干路,2018
598,10,83082.81,5.741408,0.708116,46.707,5.37,93.77,84.34,主干路,2018
599,10,141018.2,26.413819,3.14579,7.044,15.31,87.83,87.77,主干路,2018
600,10,169285.72,20.626995,5.729705,56.551,0,87.92,88.03,主干路,2018
601,10,63039.4,0,1.8166,0,5.19,98.54,86.27,主干路,2018
602,10,64400,25.6457,0.1203,0,0,83.82,83.13,主干路,2018
603,10,115053.14,0,0.051273,0,63.48,88.43,91.22,主干路,2018
604,10,271131.73,70.923543,8.610699,0,0,85.59,86,主干路,2018
605,10,29103,4.3095,0.465888,0,0,86.71,88.65,主干路,2018
606,10,82599,2.883285,1.256083,0,1.096,99.12,90.74,主干路,2018
607,10,82351.8,0.518415,1.917568,50.567,0,81.5,86.62,主干路,2018
608,10,144684.05,0,5.3747,0,0,76.17,85.2,主干路,2018
609,10,23324,0,0.5338,0,0,88.51,80.7,主干路,2018
610,10,36406.4,0,0.711,0,0,88.7,86.38,主干路,2018
611,10,57151.5,24.38124,1.14362,3.086,36.9157,81.82,85.5,主干路,2018
612,10,38815.18,1.25086,1.754465,159.249,0.74925,84.5,81.48,主干路,2018
613,10,66248,36.4188,0.0844,0,0,86.29,88.01,主干路,2018
614,10,130225.25,3.14615,1.65424,0,0,75.95,79.06,主干路,2018
615,11,32927.1,16.4812,0.1941,118.301,0,84.8,91.1,主干路,2018
616,11,34010,0,0.0211,582.1,0,70.34,83.16,主干路,2018
617,11,61987,22.4604,1.3778,5.714,0.2466,92.36,86.31,主干路,2018
618,11,28800,0,0.691,0,0,84.48,89.67,主干路,2018
619,11,54746,0,0.9031,19.944,0.8631,77.51,82.64,主干路,2018
620,11,65126.4,66.6894,0.6203,11.77,13.1115,83.17,87.83,主干路,2018
621,11,36000,18.110982,1.83359,9.051,0,69.58,80.34,主干路,2018
622,11,67160,122.788,0,7.036,0,89.24,84.22,主干路,2018
623,11,26725.2,0,1.2502,0,0,85.24,88.21,主干路,2018
624,11,90833.5,0,0.69,0,0,68.88,98.78,主干路,2018
625,11,49784,83.9048,1.8252,0,10.9033,75.25,85.62,主干路,2018
626,11,20521.9,0,1.8135,0,0,84.65,68.39,主干路,2018
627,11,45043,50.1044,0.1857,0,0,99.48,91.66,主干路,2018
628,11,38376,19.20016,1.24279,0,0,80.56,95.94,主干路,2018
629,11,24810.3,7.101,0.211633,24.979,0,86.08,84.3,主干路,2018
630,11,52687,38.373067,1.360528,0,0,80.94,85.31,主干路,2018
631,11,21721.4,15.1212,0.828597,0,0,82.88,84.68,主干路,2018
632,11,46127,68.63055,1.58461,0,0,84.18,83.7,主干路,2018
633,11,31120,0,2.6734,0,0,84.14,83.76,主干路,2018
634,11,14882.9,0,0.3397,296.492,64.3122,31.06,85.72,主干路,2018
635,11,20252,0,0.7237,0,0,86.68,82.25,主干路,2018
636,11,80467.9,0,4.8255,55.437,0.485,86.43,83.98,主干路,2018
637,11,20676.6,0,0.5423,0,0,84.87,83.93,主干路,2018
638,11,11328,0,0.135,2.093,16.35,85.01,80.97,主干路,2018
639,11,52912,0.146004,1.9251,0,0,87.15,90.46,主干路,2018
640,11,58939.4,0.3172,3.1903,0,0,92.28,88.49,主干路,2018
641,11,90620,139.77356,7.3836,0,2.6663,89.92,87.64,主干路,2018
642,11,27633.8,27.55314,2.0889,0,0,81.09,81.81,次干路,2018
643,11,47514,0,3.73681,7.824,0,87.77,83.49,次干路,2018
644,11,14820,0,0,3.675,0,89.28,89.63,主干路,2018
645,11,36918.72,0,0.770994,16.06,0,98.74,97.95,主干路,2018
646,11,111047.5,0,1.950484,0,0,77.23,83.96,主干路,2018
647,11,79548.97,0,0.422,0,0,89.33,85.39,主干路,2018
648,11,73814.5,0,0.133774,24.18,0,94.8,91.06,主干路,2018
649,11,168837.4,1.125825,1.113236,27.59,0,94.24,90.94,主干路,2018
650,11,31549,0,0.0654,10.117,0,83.85,80.3,主干路,2018
651,11,57396.5,22.1376,3.3127,0,0,82.77,88.21,主干路,2018
652,11,60807.5,0,1.1225,0,0,92.76,82.52,主干路,2018
653,11,34094.63,0,1.391123,0,0,89.89,83.98,主干路,2018
654,12,17344.1,0,0.5463,0,0,88.8,76.19,主干路,2018
655,12,12530,0,0.3819,0,0,83.14,84.39,主干路,2018
656,12,37538.5,2.8177,0.3271,0,0,86.66,89.36,主干路,2018
657,12,43232,0.276,2.6164,0,0,76.44,85.34,主干路,2018
658,12,4060,0,0.0084,13.749,0,83.46,93.18,主干路,2018
659,12,147671.2,0,1.3441,0,0,78.68,78.38,主干路,2018
660,12,31856.2,0,1.0582,0,0,82.87,86.2,主干路,2018
661,12,123742.9,0,3.7917,0,0,82.49,85.52,主干路,2018
662,12,52439,50.6545,0.5423,19.05,0,87.57,80.9,主干路,2018
663,12,27074.2,123.4376,0.8018,2.02,0.14,86.6,84.37,主干路,2018
664,12,8136,0,1.0318,0,0,90.45,88.36,主干路,2018
665,12,21165,0,0.6246,0,0,95.6,100,次干路,2018
666,12,41661.1,0.0138,0.2013,43.7278,0,89.5,85.26,主干路,2018
667,12,64748,35.1242,0.038,111.7274,0,79.57,86.78,主干路,2018
668,12,83293,0,2.245,0,0,82.72,83.4,主干路,2018
669,12,59296,0,0.384,0,19.667,86.15,82.63,主干路,2018
670,12,30857,40.8483,0.9474,0,36.94,82.26,80.11,主干路,2018
671,12,16577,0,0.306,0,1.4632,82.54,78.45,次干路,2018
672,12,30698,0,0.9706,15.5263,0,82.68,89.54,次干路,2018
673,12,19717.8,0,0.54649,52.7679,0,84.97,83.17,次干路,2018
674,12,49568,0,0,0,23.2649,85.18,85.58,次干路,2018
675,12,39434.5,1.001,1.39471,0,0,88.62,91.99,次干路,2018
676,12,41524.1,1.035,0.7849,27.72,133.301,95.29,86.86,次干路,2018
677,12,23384,16.7758,0.249,0,0,88.1,87.36,次干路,2018
678,12,9813,0,0.1055,0,0,82.97,85.41,次干路,2018
679,12,10898.6,0,0.3798,0,0,81.96,73.82,次干路,2018
680,12,259200,0,2.6514,93.547108,0,84.63,92.17,主干路,2018
681,12,105847,20.31996,2.6837,0,0,84.4,82.59,主干路,2018
682,12,63478,0,1.9043,0,0,83.17,95.57,主干路,2018
683,12,43960.1,0,0.1707,0,0,82.45,85.19,主干路,2018
684,12,92646.2,0.8568,1.287311,7.9626444,1.507,86.22,91.77,主干路,2018
685,12,44090,27.0674,0.8092,7.17,0,85.21,88.31,主干路,2018
686,12,50940,0,1.2702,7.4114,0,85.61,82.38,主干路,2018
687,12,33134.2,49.7498,1.975,0,0,80.85,84.25,主干路,2018
688,12,19596,3.0498,0.0358,39.1771,0,79.11,84.59,主干路,2018
689,12,33910,0,0.5148,0,0.4384,90.46,86.44,主干路,2018
690,12,116272,3.255,2.79153,0,0,89.32,82.19,次干路,2018
691,12,36132,4.78744,1.06344,0,0,78.47,84.51,次干路,2018
692,13,27311,0.24531,0.047475,0,0,88.36,92.56,主干路,2018
693,13,65843,0,1.5677,22.13722,198.86,82.7,82.35,主干路,2018
694,13,85221,7.672,3.0741,0,1.7,78.88,85.75,主干路,2018
695,13,112338,8.62997,3.6442,0,0,73.05,81.34,主干路,2018
696,13,50385,0,1.0608,53.9644,0,78.29,86.1,主干路,2018
697,13,70855,29.75401,1.05922,0,0,83.93,90.71,主干路,2018
698,13,334809,8.360562,14.84807,0,21.3,81.16,86.57,主干路,2018
699,13,25356,0,0,0,0,82.35,81.98,主干路,2018
700,13,131270,19.73292,0.9638,3.3586,3.66475,91.29,87.34,主干路,2018
701,13,34475,0,0.3946,0,0.6028,91.57,91.77,主干路,2018
702,14,21450,0,0.096216,335.737,0,88.3,79.98,快速路,2018
703,14,23597,0,0.131031,10.10643,0,84.85,85.8,主干路,2018
704,14,23521,0,0.808552,10.71894,0,89.37,80.6,主干路,2018
705,14,55594,85.3964,0.41989,0,0,77.5,90.23,主干路,2018
706,14,83490,3.46242,4.28541,106.5537,40.9795,80.98,70.74,主干路,2018
707,14,142458,12.772142,13.1748,0,36.0952,75.13,81.06,主干路,2018
708,15,27851,0,0.671,0,45.45,72.31,73.81,主干路,2018
709,15,402177,48.7769,4.9933,89.38,3.2606,86.33,86.16,主干路,2018
710,15,57311,0,2.186,74.6,0,82.31,84.93,主干路,2018
711,15,67535,43.799622,1.374876,5.5089,0,76.51,88.92,主干路,2018
712,15,52994,8.911509,4.315774,0,0,92.29,85.69,主干路,2018
713,15,52994,8.911509,4.315774,0,0,92.29,85.69,主干路,2018
714,15,49510,1.08307,3.901014,0,0,81.84,84.4,主干路,2018
715,15,49510,1.08307,3.901014,0,0,81.84,84.4,主干路,2018
716,15,70669,37.324446,5.6063,0,10.6812,71.99,86.59,主干路,2018
717,15,69303.3,28.171218,1.2616,12.5049,0,92.95,82.6,主干路,2018
718,15,18273.5,0.3925,0.4821,67.1981,0,87.98,85.08,主干路,2018
719,15,28968,0,0.12871,0,0,84.59,83.88,次干路,2018
720,15,21578,0,0.0795,0,0,92.45,89.11,次干路,2018
721,15,37084,0,2.5932,177.6431,4.1457,75.86,79.29,次干路,2018
722,16,143561,12.1518,0.3397,0,28.9618,91.84,88.41,快速路,2018
723,16,65744.4,16.905,0.6035,55.174,1.6988,82.45,91.38,主干路,2018
724,16,56983.2,78.6927,1.3778,0,3.99,79.97,91.17,主干路,2018
725,16,28272.3,0,4.4376,0,0,81.8,86.33,主干路,2018
726,16,40187.7,0,0,0,15.3563,89.69,83.05,主干路,2018
727,16,22820.6,0,0.102124,4.288,0,86.97,95.13,主干路,2018
728,16,23245,0,0.3819,0,0.4768,68.85,70.59,主干路,2018
729,16,12969,32.9507,1.4728,0,0,68.07,69.38,主干路,2018
730,16,9037,0,1.184976,0,0,91.1,88.17,主干路,2018
731,16,37593.4,0,1.1476,0,0,88.92,76.19,主干路,2018
732,16,42478.2,107.8608,0.7723,0,0,91.8,83.21,主干路,2018
733,16,42478.2,107.8608,0.7723,0,0,91.8,83.21,主干路,2018
734,16,440226.3,8.004,19.3419,0,0,81.43,82.38,主干路,2018
735,16,32967.2,10.3587,1.547,0,0,87.57,89.98,主干路,2018
736,16,112400,0,0.4221,0,0,96.48,95.08,主干路,2018
737,16,34028,0,0,0,0,70.59,95.19,主干路,2018
738,16,57420.3,0,1.4361,0,0,84.52,82.54,主干路,2018
739,16,9920.2,0,1.4584,10.733,0,83.93,84.34,主干路,2018
740,16,15289.5,11.20998,1.6669,0,0,67.05,68.86,主干路,2018
741,16,14239.5,3.0793,0.29329,0,0,66.96,71.01,主干路,2018
742,16,41702,0,1.4285,88.32,0,81.11,85.46,主干路,2018
743,16,20532,26.674,1.4897,23.297,1.5344,79.85,85.46,主干路,2018
744,16,25839.7,0,1.5234,0,0,86.18,86.86,主干路,2018
745,16,45576,96.9545,1.4327,0,33.1855,73.33,72.23,主干路,2018
746,16,61099,45.987059,3.2376,0,11.508,74.56,66.54,主干路,2018
747,16,16935,0,0.5444,0,0,84.75,88.33,主干路,2018
748,16,36480,19.11714,0.5191,71.7,0,74.94,85.03,主干路,2018
749,16,94500,0,0.98959,0,0,80.8,84.62,主干路,2018
750,16,3660,0,0,0,0,93.38,100,主干路,2018
751,16,12328.5,0,0.07174,0,0,89.32,96.74,主干路,2018
752,16,12657.4,0,0.0211,0,2.3975,84.11,85.97,主干路,2018
753,16,202331.3,130.5048,5.6576,100.434,0,82.2,88.28,主干路,2018
754,16,52804.29,0,2.83795,0,49.162,93.19,89.87,主干路,2018
755,16,48751.22,0,2.309184,0,0,86.18,85.56,主干路,2018
756,16,16775,0,0.81024,156.476,0,69.34,85.67,主干路,2018
757,16,29327,0,0.342,78.913,0,77.69,89.6,主干路,2018
758,16,56649.8,0,0.3697,70.253,8.1908,81.37,80.89,主干路,2018
759,16,159394.5,17.6158,2.4442,0,6.84,97.91,96.85,主干路,2018
760,16,75870,12.5884,0.287,5.828,0,95.97,88.82,主干路,2018
761,16,58921,33.1104,0.076,2.4597,0,93.02,92.04,主干路,2018
762,16,58399.2,12.971,0.901,198.714,0,87.74,81.19,主干路,2018
